Timestamp: 2023-06-19T11:10:27+08:00
Carpark Number,Total Lots,Lots Available,Address
B40,540,339,BLK 504/508 BEDOK NORTH STREET 3
BJ61,470,339,BLK 548 SEGAR ROAD
B98,473,339,BLK 748 BEDOK RESERVOIR CRESCENT
PM25,508,340,BLK 500A PASIR RIS STREET 52
SB28,498,341,BLK 482A ADMIRALTY LINK
PM19,437,341,BLK 108A PASIR RIS STREET 12
KTM3,465,341,BLK 131A KIM TIAN ROAD
W799,400,341,BLK 799 WOODLANDS DRIVE 60
CKM3,456,341,BLK 445A CHOA CHU KANG AVENUE 4
SK37,538,342,BLK 303 ANCHORVALE LINK
W18,563,342,BLK 114-133 MARSILING RISE
SK28,460,342,BLK 203 COMPASSVALE ROAD
AM79,472,343,BLK 596 ANG MO KIO STREET 52
UAM1,466,343,BLK 2A JOO SENG ROAD
TBM6,400,343,BLK 52A TELOK BLANGAH DRIVE
KU1,586,345,BLK 301/305-306/311-318 UBI AVENUE 1
BE44,424,345,BLK 448A BRIGHT HILL DRIVE
TBM4,503,346,BLK 88A TELOK BLANGAH HEIGHTS
HG80,437,346,BLK 941A HOUGANG STREET 92
W102,452,347,BLK 687 WOODLANDS DRIVE 75
P5,520,347,BLK 107 PUNGGOL FIELD
J95,467,347,BLK 282A TOH GUAN ROAD
KJM2,467,347,BLK 14A FARRER PARK ROAD
SB11,444,348,BLK 476A SEMBAWANG DRIVE
PL23,445,349,BLK 201 PUNGGOL FIELD
HG19,568,350,BLK 138-145 LORONG AH SOO
W78,442,351,BLK 759A WOODLANDS AVENUE 6
CLRG,487,351,312 CLEMENTI AVENUE 4
MP1M,522,352,BLK 65A MARINE DRIVE
CK59,458,352,BLK 297A CHOA CHU KANG AVENUE 2
JM4,435,352,BLK 684 JURONG WEST STREET 64
JMB3,577,353,BLK 26 JALAN MEMBINA
U67,483,353,BLK 432 BUKIT BATOK WEST AVENUE 8
W88,443,354,BLK 656A WOODLANDS RING ROAD
W83,448,354,BLK 608A WOODLANDS RING ROAD
CK32,433,355,BLK 253A CHOA CHU KANG AVENUE 1
J49M,423,355,560 JURONG WEST STREET 42
HG1C,566,356,BLK 476 UPPER SERANGOON VIEW
S111,570,357,BLK 455 SENGKANG WEST AVENUE
J92,447,358,BLK 285E TOH GUAN ROAD
A60,517,359,BLK 540/546 ANG MO KIO STREET 54
U26,595,360,BLK 354/357-370 BUKIT BATOK STREET 31
SB7,421,360,BLK 336A SEMBAWANG CRESCENT
SK63,494,361,BLK 208 COMPASSVALE LANE
SK26,430,361,BLK 259 COMPASSVALE ROAD
T9,570,362,BLK 140/148 TAMPINES STREET 12
DWSP,604,362,BLK 95A DAWSON ROAD
AM96,525,363,BLK 352A ANG MO KIO STREET 32
SK30,426,363,BLK 260 SENGKANG EAST WAY
SE19,558,363,BLK 201/210 SERANGOON CENTRAL
A25,543,364,BLK 330/337 ANG MO KIO AVENUE 8
JM8,478,364,BLK 667 JURONG WEST STREET 65
JM21,459,364,BLK 651 JURONG WEST STREET 61
SK90,508,365,BLK 332 ANCHORVALE LINK
DWST,366,365,BLK 89A DAWSON ROAD
CK73,501,365,BLK 801 KEAT HONG CLOSE
B50,581,366,BLK 601/605 BEDOK RESERVOIR ROAD
W93,447,367,BLK 639A WOODLANDS RING ROAD
A69,476,368,BLK 623/625/627 ANG MO KIO STREET 61
TPMA,505,368,BLK 60A LORONG 4 TOA PAYOH
PL57,521,368,BLK 665 PUNGGOL DRIVE
SK88,369,369,BLK 451 SENGKANG WEST WAY
J93,483,369,BLK 286E TOH GUAN ROAD
SE15,486,369,BLK 238/246 SERANGOON AVENUE 3
DRM1,448,369,BLK 104C DEPOT ROAD
UBM2,485,369,BLK 8 UPPER BOON KENG ROAD
BJ12,550,370,BLK 246-255 BANGKIT ROAD
Y45M,567,370,BLK 347 YISHUN AVENUE 11
BM31,622,372,BLK 119 BUKIT MERAH CENTRAL
PL13,375,372,BLK 131 EDGEDALE PLAINS
SK54,500,372,BLK 184 RIVERVALE CRESCENT
J52,626,373,BLK 423/440 JURONG WEST AVENUE 1/STREET 42
JM12,468,373,BLK 624A JURONG WEST STREET 61
W82,450,373,BLK 787A WOODLANDS CRESCENT
B99M,508,373,BLK 807 CHAI CHEE ROAD
W84,499,373,BLK 614A WOODLANDS AVENUE 4
BA3,622,373,BLK 101 BIDADARI PARK DRIVE
TJ32,543,375,BLK 346A KANG CHING ROAD
B21,555,375,BLK 74/82 BEDOK NORTH ROAD
NT6,502,376,BLK 647 TAMPINES STREET 62
W76,480,377,BLK 748A WOODLANDS CIRCLE
HG2C,483,377,BLK 364 / 365 UPPER SERANGOON RD
TM52,496,377,BLK 492 TAMPINES ST45
JM14,493,378,BLK 635A JURONG WEST STREET 65
SK39,517,378,BLK 291 COMPASSVALE STREET
TGM3,553,379,BLK 22A TEBAN GARDENS ROAD
SB44,505,379,BLK 102 CANBERRA STREET
SK93,472,381,BLK 453 FERNVALE ROAD
CK64,455,381,BLK 692 CHOA CHU KANG CRESCENT
BL8,679,382,BLK 221 BOON LAY PLACE
TPMN,645,382,BLK 78B TOA PAYOH CENTRAL
W95,464,382,BLK 788A WOODLANDS CRESCENT
S109,481,382,BLK 417 FERNVALE LINK
HG78,490,383,BLK 925A HOUGANG STREET 91
Y81M,520,383,BLK 476 YISHUN STREET 44
Y46,593,383,BLK 349-359 YISHUN RING ROAD
TJ37,384,384,BLK 337 TAH CHING ROAD
A40,520,384,BLK 471/476 ANG MO KIO STREET 44
W86,465,384,BLK 644A WOODLANDS RING ROAD
W23,628,385,BLK 336-350 WOODLANDS STREET 32
JM29,641,387,BLK 986 JURONG WEST STREET 93
T48,648,388,BLK 865/874A TAMPINES STREET 83/84
NT4,528,388,BLK 613 TAMPINES NORTH DRIVE 1
B97,553,389,BLK 714A BEDOK RESERVOIR ROAD
A35,555,389,BLK 426/428/435 ANG MO KIO STREET 43
HVM,587,389,BLK 51 HAVELOCK ROAD
BJ32,484,390,BLK 518A JELAPANG ROAD
Y7,667,390,BLK 701/716 & 701B YISHUN AVENUE 5
HG20,590,390,BLK 128-137 LORONG AH SOO
SE16,674,391,BLK 301/319 SERANGOON AVENUE 2
BE10,625,392,BLKS 168-180 BISHAN STREET 13
BJ37,512,393,BLK 529A JELAPANG ROAD
SK94,520,393,BLK 329 ANCHORVALE STREET
HG42,701,394,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8
CKM8,492,394,BLK 486A CHOA CHU KANG AVENUE 5
Y12,619,395,"BLK 165/167,170/175 YISHUN RING ROAD/AVENUE 7"
W79,490,396,BLK 773A WOODLANDS DRIVE 60
TP16,668,397,BLK 175/183 TO 185 TOA PAYOH TOWN CENTRE
PL58,566,397,663  PUNGGOL DRIVE
W69,495,398,BLK 721A WOODLANDS AVENUE 6
S106,478,398,BLK 278 COMPASSVALE BOW
PL54,497,399,BLK 259 PUNGGOL FIELD
B66,585,400,BLK 637A BEDOK RESERVOIR ROAD
SB18,644,401,BLK 469/469A/469B ADMIRALTY DRIVE
U60,558,401,BLK 451 BUKIT BATOK WEST AVENUE 6
Y65M,500,402,BLK 315 YISHUN AVENUE 9
BE23,563,403,BLK 514 BISHAN STREET 13
PL11,548,403,BLK 175 PUNGGOL FIELD
PL75,579,404,BLK 325 SUMANG WALK
Q77M,607,405,BLK 18 HOLLAND DRIVE
J60M,543,406,505A JURONG WEST STREET 52
PL15,500,406,BLK 171 EDGEDALE PLAINS
HG1A,563,407,BLK 470 UPPER SERANGOON CRESCENT
BVM2,504,408,BLK 129A BUKIT MERAH VIEW
CK40,500,409,BLK 567A CHOA CHU KANG STREET 52
SK22,507,409,BLK 122F RIVERVALE DRIVE
BE5,647,409,BLK 117-134 BISHAN STREET 12
T32,645,409,BLK 272-275 TAMPINES STREET 22
P6,547,410,BLK 109 PUNGGOL FIELD
PL66,534,410,BLK 121 EDGEDALE PLAINS
SK65,565,411,BLK 267 COMPASSVALE LINK
AM64,552,411,BLK 590 ANG MO KIO STREET 51
W101,486,412,BLK 686 WOODLANDS DRIVE 73
W185,540,412,BLK 185 WOODLANDS STREET 13
SIM4,590,413,BLK 248 SIMEI STREET 5
W90,499,413,BLK 626A WOODLANDS DRIVE 52
SK95,573,414,BLK 334 ANCHORVALE CRESCENT
C35,647,414,BLK 704-714 CLEMENTI WEST STREET 2
PL60,558,414,BLK 670 EDGEFIELD PLAINS
SK6,473,415,BLK 233A COMPASSVALE WALK
J98M,489,416,BLK 647A JURONG WEST STREET 61
SB6,518,416,BLK 306A CANBERRA ROAD
BE39,707,417,BLK 263A BISHAN STREET 22
BJ51,553,417,BLK 181A JELEBU ROAD
T35,630,417,BLK 287/298/299A/299B TAMPINES STREET 22
DWSO,613,417,BLK 40 & 41 MARGARET DRIVE
J21,702,418,BLK 317/328 JURONG EAST STREET 31
BLM,556,418,BLK 10 BENDEMEER ROAD
BJ56,554,419,BLK 629A SENJA ROAD
PL42,598,419,BLK 616 PUNGGOL DRIVE
TBM7,529,419,BLK 70 TELOK BLANGAH HEIGHTS
SB25,524,419,BLK 588 MONTREAL DRIVE
CKM4,537,419,BLK 474A CHOA CHU KANG AVENUE 3
SB35,549,419,BLK 120 CANBERRA CRESCENT
CKM7,537,420,BLK 483A CHOA CHU KANG AVENUE 5
W89,524,421,BLK 661A WOODLANDS RING ROAD
U25,625,423,BLK 337-353/355-356 BUKIT BATOK STREET 34
BJ40,585,423,BLK 541A BUKIT PANJANG RING ROAD
GE1A,792,424,BLK 99-106/111-112 ALJUNIED CRESCENT
Y25,608,424,BLK 800-812 YISHUN RING ROAD
BA7,508,424,BLK 206 WOODLEIGH LINK
BL23,631,426,BLK 216 BOON LAY AVENUE
T47,669,426,BLK 857/864 TAMPINES STREET 83/AVENUE 5
Y61M,553,427,BLK 431 YISHUN AVENUE 1
BA6,500,427,BLK 201 WOODLEIGH LINK
CK63,866,429,BLK 689 CHOA CHU KANG CRESCENT
SK67,564,430,BLK 266 COMPASSVALE BOW
HG1F,469,431,BLK 229 HOUGANG STREET 21
SK7,539,432,BLK 224E COMPASSVALE WALK
SK32,528,432,BLK 200 SENGKANG EAST ROAD
Y68M,595,432,BLK 504 YISHUN STREET 51
JM15,490,433,BLK 617A JURONG WEST STREET 65
W85,515,433,BLK 622A WOODLANDS DRIVE 52
SH1,607,433,BLK 301-313 SHUNFU ROAD
CK79,500,433,
PM36,671,434,BLK 710A PASIR RIS STREET 72
PR2,791,434,BLK 109/129 PASIR RIS STREET 11
U57,1070,434,BLK 293 BUKIT BATOK STREET 21
J99M,502,435,BLK 640A JURONG WEST STREET 61
C20M,550,436,BLK 462A CLEMENTI AVENUE 3
SB23,550,436,BLK 354 ADMIRALTY DRIVE
J91,587,436,BLK 287E JURONG EAST STREET 21
U13,661,437,BLK 212/230 BUKIT BATOK STREET 21
PL59,669,438,BLK 308 PUNGGOL WALK
SI13,689,438,BLK 221/235 SIMEI STREET 4
Y11,678,439,BLK 717/730 YISHUN STREET 71
P7,896,439,BLK 119 EDGEFIELD PLAINS
B85,559,440,BLK 184 BEDOK NORTH ROAD
SE20,548,441,BLK 264 SERANGOON CENTRAL
GBM,677,442,BLK 60A GEYLANG BAHRU
W509,583,442,BLK 509A WOODLANDS DRIVE 14
SB9,486,443,BLK 335A SEMBAWANG CLOSE
SK14,444,444,BLK 142A RIVERVALE DRIVE
SI2,647,444,BLK 108/119 SIMEI STREET 1
SK84,611,445,BLK 180 RIVERVALE CRESCENT
SK45,556,446,BLK 295 COMPASSVALE CRESCENT
P14,602,446,BLK 403/408 PANDAN GARDENS
JMB2,666,447,BLK 18A JALAN MEMBINA
NT2,601,447,BLK 605 TAMPINES STREET 61
SK9,456,448,BLK 146A RIVERVALE CRESCENT
HG67,705,448,"BLK 401-413, 460-463 HOUGANG AVENUE 10"
HG11,817,449,BLK 301-319 HOUGANG AVENUE 5
SK1,657,449,BLK 133A RIVERVALE STREET
PL52,587,452,BLK 312 SUMANG LINK
A21,633,453,BLK 325/326/301 ANG MO KIO STREET 31
HG7,757,454,BLK 109-127 HOUGANG AVENUE 1
A36,680,455,BLK 436/443/445 ANG MO KIO STREET 43
JM18,559,457,BLK 629A JURONG WEST STREET 65
CK3A,517,458,BLK 118A TECK WHYE LANE
Y8,697,458,BLK 731/746 YISHUN STREET 71/72/AVENUE 5
TM35,632,458,BLK 742A TAMPINES STREET 72
CK57,590,460,BLK 669A CHOA CHU KANG CRESCENT
JM3,547,460,BLK 679 JURONG WEST CENTRAL 1
JM27,537,460,BLK 676 JURONG WEST STREET 64
JM26,571,461,BLK 675 JURONG WEST STREET 64
W516,574,461,BLK 516A WOODLANDS DRIVE 14
B65,756,463,BLK 155/172 BEDOK SOUTH ROAD/AVENUE 3
TPMJ,657,463,BLK 146A LORONG 2 TOA PAYOH
W56,537,464,BLK 891C WOODLANDS DRIVE 50
BJ39,550,465,BLK 537A BUKIT PANJANG RING ROAD
Y14,641,466,"BLK 203/206, 213/222 YISHUN STREET 21"
BE9,711,468,BLK 153-167 BISHAN STREET 13
HG1B,659,468,BLK 475 UPPER SERANGOON CRESCENT
SK19,609,470,BLK 190C RIVERVALE DRIVE
B92,757,471,BLK 2A BEDOK SOUTH AVENUE 1
SE50,591,473,BLK 238A SERANGOON AVENUE 2
SK62,646,473,BLK 408 FERNVALE ROAD
T39,746,473,BLK 921-941 TAMPINES STREET 91
W889,567,474,BLK 889 WOODLANDS DRIVE 50
TPMP,808,478,BLK 138 LORONG 1A TOA PAYOH
J89M,591,478,BLK 691A JURONG WEST CENTRAL 1
T81,685,479,BLK 485A/489C TAMPINES STREET 45/AVENUE 9
JM6,702,480,BLK 663 JURONG WEST STREET 65
H87L,500,483,BLK 950 TO 976 HOUGANG AVENUE 9 /STREET 91
SB17,563,483,BLK 504 MONTREAL DRIVE
CK46,673,485,BLK 792A CHOA CHU KANG NORTH 6
MM2,563,485,BLK 52A PIPIT ROAD
KTM5,512,486,BLK 126 KIM TIAN ROAD
CK54,628,486,BLK 638-643 CHOA CHU KANG STREET 64
J88M,603,487,BLK 692A JURONG WEST CENTRAL 1
SK4,593,487,BLK 102A RIVERVALE WALK
W546,631,488,BLK 546A WOODLANDS DRIVE 16
BJ48,672,489,BLK 651A SENJA LINK
A67,712,489,BLK 605/612 ANG MO KIO AVENUE 4/5
PL17,609,489,BLK 642 PUNGGOL DRIVE
SB10,549,489,BLK 481A SEMBAWANG DRIVE
P3,658,490,BLK 101 PUNGGOL FIELD
TPMC,633,490,BLK 110A LORONG 1 TOA PAYOH
DSR2,616,490,BLK 37A MARGARET DRIVE
BJ30,611,491,BLK 510A JELAPANG ROAD
BE4,770,492,BLK 101-116 BISHAN STREET 12
SK38,656,492,BLK 261 COMPASSVALE STREET
HG71,685,492,BLK 574A HOUGANG STREET 51
A63,715,492,BLK 501/513/508 ANG MO KIO STREET 52/53
KE1,858,493,BLK 101/121 BEDOK RESERVOIR ROAD
TM47,655,493,BLK 519 TAMPINES CENTRAL 8
Y4,807,494,BLK 121/143 YISHUN STREET 11/RING ROAD
B65M,679,495,BLK 154 BEDOK SOUTH ROAD
TPMB,601,497,BLK 156A LORONG 1 TOA PAYOH
Y43,716,497,BLK 320-332 YISHUN CENTRAL/RING ROAD
PL18,615,499,BLK 162 PUNGGOL CENTRAL
SE12,722,499,BLK 211-222 SERANGOON AVENUE 4
W527,660,499,BLK 527A WOODLANDS DRIVE 14
TPMQ,662,499,BLK 130 LORONG 1 TOA PAYOH
HG49,776,500,BLK 435-458 HOUGANG AVENUE 6/8
U12,773,501,BLK 201/211 BUKIT BATOK STREET 21
PL20,617,501,BLK 638 PUNGGOL DRIVE
JM11,573,502,BLK 686 JURONG WEST CENTRAL 1
J48,745,503,BLK 441/455 JURONG WEST AVENUE 1/STREET 42
B84,555,503,BLK 215A BEDOK CENTRAL
PL71,732,504,BLK 682 EDGEDALE PLAINS EDGEDALE PLAINS
U23,713,505,BLK 407-426 BUKIT BATOK WEST AVENUE 2/4
J51,655,506,BLK 409/416 JURONG WEST STREET 42
SB37,719,506,BLK 106 CANBERRA STREET
J73,713,507,BLK 719/731 JURONG WEST STREET 72
B81,622,507,BLK 30A NEW UPPER CHANGI ROAD
SK21,653,509,BLK 117D RIVERVALE DRIVE
PL21,615,510,BLK 166 PUNGGOL CENTRAL
PR10,725,515,BLK 467/477 PASIR RIS DRIVE 6
Y40,763,516,BLK 865/880 YISHUN STREET 81
SK31,618,517,BLK 195A RIVERVALE DRIVE
SB29,628,518,BLK 508 WELLINGTON CIRCLE
PL70,773,518,BLK 226 SUMANG LANE
AM20,676,519,BLK 309B ANG MO KIO STREET 31
RHM3,646,520,BLK 73 REDHILL ROAD
PL69,699,521,BLK 661 EDGEDALE PLAINS
NT3,796,521,BLK 609 TAMPINES NORTH DRIVE 1
JSR2,593,522,BLK 686 JURONG WEST CENTRAL 1
Y23,823,523,BLK 775-794 YISHUN RING RD/AVENUE 2
DWSV,527,523,BLK 85 DAWSON ROAD
W72,524,524,BLK 792A WOODLANDS AVENUE 6
BJ54,625,524,BLK 476A SEGAR ROAD
SK98,816,524,BLK 414 FERNVALE LINK
BJ28,669,525,BLK 170A LOMPANG ROAD
SK3,700,525,BLK 205D COMPASSVALE LANE
C33,805,525,BLK 601-613 CLEMENTI WEST STREET 1
HG3L,725,525,"BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK"
HG88,699,526,BLK 699D HOUGANG STREET 52
CK8,750,527,BLK 201-221 CHOA CHU KANG CENTRAL
CK72,680,527,BLK 489 CHOA CHU KANG AVENUE 5
EC2,809,528,BLK 12-25 EUNOS CRESCENT
BJ29,664,528,BLK 505A JELAPANG ROAD
TM31,826,532,BLK 716A TAMPINES STREET 71
CK47,695,533,BLK 787A CHOA CHU KANG DRIVE
JM22,538,534,BLK 674 JURONG WEST STREET 65
SB38,666,534,BLK 129 CANBERRA STREET
SK33,546,535,BLK 201 SENGKANG EAST ROAD
W20,781,535,BLK 144-166 WOODLANDS STREET 13
SK27,693,536,BLK 119 RIVERVALE DRIVE
SMM,864,538,BLK 53A STRATHMORE AVENUE
SK17,677,539,BLK 248A COMPASSVALE ROAD
S102,674,539,BLK 164 RIVERVALE CRESCENT
SK8,659,541,BLK 126A RIVERVALE STREET
J61,779,543,BLK 912/932 JURONG WEST STREET 92
SK23,674,547,BLK 121E SENGKANG EAST WAY
A38,938,548,BLK 407/410/421 ANG MO KIO AVENUE 10
PL56,670,548,BLK 672 EDGEFIELD PLAINS
BJ4,752,550,BLK 219/233 PETIR ROAD
Y73M,762,552,BLOCK 671 YISHUN AVENUE 4
PL67,735,553,BLK 314 PUNGGOL WAY
TM46,762,553,BLK 522 TAMPINES CENTRAL 7
SK61,713,555,BLK 406 FERNVALE ROAD
PM20,814,557,BLK 526 PASIR RIS STREET 51
SK53,770,557,"BLK 313,315A-315C ANCHORVALE ROAD"
HG48,837,558,BLK 417-434 HOUGANG AVENUE 6/8/10
HRM,751,558,BLK 96 HENDERSON ROAD
SK52,770,564,"BLK 318,316A-316C ANCHORVALE LINK"
TPM8,800,565,BLK 11A LORONG 8 TOA PAYOH
W104,696,565,BLK 688 WOODLANDS DRIVE 75
PL12,747,567,BLK 137 EDGEDALE PLAINS
J7,938,568,BLK 215A/231 JURONG EAST STREET 21
CK70,620,569,BLK 476 CHOA CHU KANG AVENUE 5
TJ30,745,570,BLK 163A YUNG PING ROAD
T19,881,572,BLK 210/230 TAMPINES STREET 23
CKM1,669,573,BLK 429A CHOA CHU KANG AVENUE 4
W49,833,575,BLK 839A WOODLANDS STREET 82
CK76,755,577,BLK 810 CHOA CHU KANG AVENUE 7
CK49,767,578,BLK 610A CHOA CHU KANG STREET 62
HG91,785,579,BLK 971A HOUGANG STREET 91
SB22,715,580,BLK 351 CANBERRA ROAD
A53,757,580,BLK 712A ANG MO KIO AVENUE 3/6
SB16,714,584,BLK 339 SEMBAWANG CLOSE
PL14,741,584,BLK 292 PUNGGOL CENTRAL
SB19,789,585,BLK 501 WELLINGTON CIRCLE
SE41,754,592,BLK 546A SERANGOON NORTH AVENUE 3
HG90,784,596,BLK 966A HOUGANG AVENUE 9
U58,850,597,BLK 448 BT BATOK WEST AVENUE 9
TWM2,674,598,BLK 158A JALAN TECK WHYE
TJ28,755,603,BLK 364 YUNG AN ROAD
SK99,824,603,BLK 468 FERNVALE LINK
W106,709,607,BLK 690 WOODLANDS DRIVE 75
CK20,931,616,"BLK 429, 438-441 CHOA CHU KANG AVENUE 4"
JM30,754,616,BLK 271 JURONG WEST STREET 24
TJ31,833,622,BLK 331A KANG CHING ROAD
SK47,632,624,BLK 310 ANCHORVALE ROAD
W96,756,625,BLK 667A WOODLANDS RING ROAD
HG87,778,629,BLK 955A HOUGANG AVENUE 9
BA4,964,631,BLK 113 ALKAFF CRESCENT
CK74,855,632,BLK 805 KEAT HONG CLOSE
BE42,852,635,BLK 290A BISHAN STREET 24
PL24,749,639,BLK 178 & 193 EDGEFIELD PLAINS
B19,860,640,"BLK 36-44, 60 BEDOK SOUTH ROAD"
SK46,646,642,BLK 312 ANCHORVALE LANE
PL61,938,646,BLK 678 PUNGGOL DRIVE
S108,900,646,BLK 289 COMPASSVALE CRESCENT
U56,1004,647,BLK 443 BUKIT BATOK WEST AVENUE 8
B11,1011,652,BLK 416/418 BEDOK NORTH AVENUE 2
B23M,864,652,BLK 187 BEDOK NORTH STREET 4
U2,1109,654,BLK 111/132 BUKIT BATOK WEST AVENUE 6
SK5,668,655,BLK 124D RIVERVALE DRIVE
A61,1129,658,BLK 520/534/529 ANG MO KIO AVENUE 5/10
BJ3,1054,660,BLK 101/129 GANGSA ROAD/PENDING ROAD
SB12,798,660,BLK 424A CANBERRA ROAD
T38,974,660,"BLK 902-916, 942-946 TAMPINES STREET 91"
A76,818,662,BLK 613A ANG MO KIO AVENUE 4
BBM5,951,663,BLK 290H BUKIT BATOK STREET 24
SK18,663,663,BLK 188E RIVERVALE DRIVE
CK77,798,663,BLK 815 CHOA CHU KANG AVENUE 7
CK58,904,664,BLK 678A CHOA CHU KANG CRESCENT
TBM8,960,670,BLK 90 TELOK BLANGAH STREET 31
HG38,1076,671,"BLK 508-517,520-533 HOUGANG AVENUE 10"
U70,805,672,BLK 463 BUKIT BATOK STREET 41
BJ8,957,675,BLK 201/218 PETIR ROAD
HG93,899,686,BLK 980 BUANGKOK CRESCENT
CM1,962,687,BLK 10 CANTONMENT CLOSE
KE3,1018,688,"BLK 127/135, 141/151 BEDOK RESERVOIR ROAD"
SK60,867,692,BLK 404 FERNVALE LANE
TWM1,776,695,BLK 154A JALAN TECK WHYE
CLTR,890,696,BLK 311 CLEMENTI AVENUE 4
BJ50,854,698,BLK 468A SEGAR ROAD
PR4,1117,705,BLK 406/411 PASIR RIS DRIVE 6
JM24,786,707,BLK 655 JURONG WEST STREET 61
B44,1080,708,BLK 528/536 BEDOK NORTH STREET 3
SPM,719,709,BLK 108 SPOTTISWOODE PARK MSCP
HG94,896,711,BLK 984 BUANGKOK LINK
HG75,823,717,BLK 172A HOUGANG AVENUE 1
JM17,954,721,BLK 660 JURONG WEST STREET 64
BJ55,873,723,BLK 625A SENJA ROAD
BJ58,850,724,BLK 455A SEGAR ROAD
U52,952,725,BLK 194 BUKIT BATOK WEST AVENUE 6
T37,1163,734,"BLK 801, 820, 897/898 TAMPINES AVENUE 4/STREET 81"
UBM1,914,738,BLK 5 UPPER BOON KENG ROAD
J65,1083,745,BLK 933-953 JURONG WEST STREET 91
BJ66,868,746,BLK 634 SENJA ROAD
J49,922,752,BLK 552/559 JURONG WEST STREET 42
CKM6,935,774,BLK 462A CHOA CHU KANG AVENUE 4
Y34,1189,777,BLK 606-631 YISHUN STREET 61/RING ROAD
S100,1104,786,BLK 472 FERNVALE STREET
TM6,809,794,BLK 307A TAMPINES STREET 32
PM4,809,795,BLK 231A PASIR RIS DRIVE 4
JM20,917,796,BLK 657 JURONG WEST STREET 65
BBM9,1200,806,BLK 395A BUKIT BATOK WEST AVENUE 5
BJ60,920,812,BLK 547 SEGAR ROAD
Y19,1178,814,BLK 265/289 YISHUN STREET 22/AVENUE 6
BJ67,940,824,BLK 636 SENJA ROAD
Y10,1145,825,BLK 753/774 YISHUN STREET 72/AVENUE 3
W61,1209,833,BLK 358A WOODLANDS AVENUE 5
TM4,1218,838,BLK 494A TAMPINES STREET 43
TPM9,852,840,BLK 10A LORONG 7 TOA PAYOH
SB30,922,842,BLK 466 SEMBAWANG DRIVE
BJ44,994,845,BLK 177A LOMPANG ROAD
BJ43,1004,847,BLK 603A SENJA ROAD
JM25,1033,850,BLK 673 JURONG WEST STREET 65
BBM3,1210,855,BLK 289H BUKIT BATOK STREET 25
SK58,1164,867,BLK 413 FERNVALE LINK
JM13,1061,876,BLK 601A JURONG WEST STREET 62
JM19,1176,879,BLK 273 JURONG WEST AVENUE 3
HG92,1010,888,BLK 373A HOUGANG STREET 31
BJ53,1064,895,BLK 480A SEGAR ROAD
TWM3,1000,900,BLK 160A JALAN TECK WHYE
W517,1158,906,BLK 517A WOODLANDS DRIVE 14
CK56,1023,914,BLK 675A CHOA CHU KANG CRESCENT
HG73,1052,921,BLK 909A HOUGANG STREET 91
Y70M,1248,929,BLK 506 YISHUN AVENUE 4
JM7,1165,983,BLK 669 JURONG WEST STREET 64
PM2,1000,992,BLK 220A PASIR RIS STREET 21
J90,1294,994,BLK 274A TOH GUAN ROAD
TBL,1000,994,BLK 90B TELOK BLANGAH STREET 31
PM15,1000,996,BLK 158A PASIR RIS STREET 13
SK34,1044,1015,BLK 299 COMPASSVALE STREET
NT5,1489,1022,BLK 618 TAMPINES STREET 61
SB13,1267,1036,BLK 404A ADMIRALTY LINK
SK36,1336,1049,BLK 301 ANCHORVALE DRIVE
SK15,1358,1066,BLK 256A COMPASSVALE ROAD
JM28,1302,1101,BLK 990 JURONG WEST STREET 93
GM1M,1530,1104,31A GHIM MOH LINK
JM5,1399,1115,BLK 664 JURONG WEST STREET 64
BJ49,1481,1135,BLK 611A/613A/615A/616A BUKIT PANJANG RING ROAD/SENJA ROAD
CK61,1272,1146,BLK 686 CHOA CHU KANG CRESCENT
SB26,1401,1156,BLK 484A ADMIRALTY LINK
SB21,1454,1158,BLK 467/467A/467B ADMIRALTY DRIVE
CK62,1466,1159,BLK 687 CHOA CHU KANG DRIVE
W98,1494,1202,BLK 681 WOODLANDS DRIVE 62
CK60,1318,1204,BLK 683 CHOA CHU KANG CRESCENT
CK75,1494,1253,BLK 809 CHOA CHU KANG AVENUE 1
B79,1719,1265,BLK 772A BEDOK RESERVOIR VIEW
DRS,1325,1279,BLK 102A/102B DEPOT ROAD
SB15,1549,1314,BLK 358A ADMIRALTY DRIVE
GMLM,1530,1347,BLK 24 GHIM MOH LINK
BJ63,1640,1466,BLK 443 FAJAR ROAD
CK78,1712,1500,817 KEAT HONG LINK
BM10,2000,1778,BLK 56/57 LENGKOK BAHRU
CK52,2064,1905,BLK 659A/660A/661A CHOA CHU KANG CRESCENT
JS3L,2010,1978,BLK 624A JURONG WEST STREET 61
CKM5,2754,2581,BLK 450A CHOA CHU KANG AVENUE 4
